SMILES,SMILES_TARGET
CS(=O)(=O)c1ccc(C=C(C(=O[N+]O)c2ccc(C(=O)O)cc2)c2ccccc2)cc1,CS(=O)(=O)c1ccc(C=C(C(=O[N+]O)c2ccc(C(=O)O)cc2)c2ccccc2)cc1
COc1ccccc1C(=O)Nc1cccc(Nc2cc(C(C)O[Si](C)(C)C(=O)c3ccccc3)cc2)n1,COc1ccccc1C(=O)Nc1cccc(Nc2cc(C(C)O[Si](C)(C)C(=O)c3ccccc3)cc2)n1
CN1CCN(CCCOc2ccc(-c3cccc4nc(-c5ccc6ccccc6n4)cn3)cc2)CC1,CN1CCN(CCCOc2ccc(-c3cccc4nc(-c5ccc6ccccc6n4)cn3)cc2)CC1
c1cnc(Oc2ccc3c(c2)CC2(NCCc4ccncc4)CC2)cn1,c1cnc(Oc2ccc3c(c2)CC2(NCCc4ccncc4)CC2)cn1
C=CC[N+](C)(C)c1ccc(C=C2C=C(C(C)(C)C)nn2C)cc1,C=CC[N+](C)(C)c1ccc(C=C2C=C(C(C)(C)C)nn2C)cc1
COc1ccc(OC)c(NCC(=NOCCO)N=C(C)C(C#N)c2cc(C)nn2C)cc1,COc1ccc(OC)c(NCC(=NOCCO)N=C(C)C(C#N)c2cc(C)nn2C)cc1
Cn1c(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)F)cc3)c(N3CCCC3)nc2N2CCc3ccccc32)c1O,Cn1c(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)F)cc3)c(N3CCCC3)nc2N2CCc3ccccc32)c1O
Clc1cccc(-c2ccc(-n3sc(C4CCNCC4)c4ccccc34)nc2)c1,Clc1cccc(-c2ccc(-n3sc(C4CCNCC4)c4ccccc34)nc2)c1
CCCc1ccc2c(c1)c(OC)c(C(=O)NCCN1CCCC1)cc1ncnn12,CCCc1ccc2c(c1)c(OC)c(C(=O)NCCN1CCCC1)cc1ncnn12
CCCC1CC(C(=O)NOCF)=N(C(=O)Nc2ccccc2)C1,CCCC1CC(C(=O)NOCF)=N(C(=O)Nc2ccccc2)C1
COc1cc2ncnc(Oc3ccc(OCCCCN4CCCC(C(=O)N5CCCC5C)C4C)c3)cc2cc1OC,COc1cc2ncnc(Oc3ccc(OCCCCN4CCCC(C(=O)N5CCCC5C)C4C)c3)cc2cc1OC
O=C(O)CC12CC3CC(C1)CC(CC(=O)Nc1ccc4[nH]cc(CCNC3CCCCC1)(c1ccc(F)cc1)CC4)c1nc3cc(-c4ccc(F)cc4)ccc3c1-2,O=C(O)CC12CC3CC(C1)CC(CC(=O)Nc1ccc4[nH]cc(CCNC3CCCCC1)(c1ccc(F)cc1)CC4)c1nc3cc(-c4ccc(F)cc4)ccc3c1-2
Cc1nnc(-c2ccc(-c3cnc(Nc4ccc(C(=O)N5CCC(N(C)C)C5)c(F)c4)s3)on2)o1,Cc1nnc(-c2ccc(-c3cnc(Nc4ccc(C(=O)N5CCC(N(C)C)C5)c(F)c4)s3)on2)o1
CCC(NC(C)c1ccc(C)nc1)c1nc(-c2cc(C)c(N)c(OC)c2)c(-c2ccc(F)cn2)no1,CCC(NC(C)c1ccc(C)nc1)c1nc(-c2cc(C)c(N)c(OC)c2)c(-c2ccc(F)cn2)no1
CC=C(C)C(=O)OC1Cc2c(ccc3c2OC(C)(C)C=C3=O)C=CC(O)C1OC(=O)Cc1ccccc1,CC=C(C)C(=O)OC1Cc2c(ccc3c2OC(C)(C)C=C3=O)C=CC(O)C1OC(=O)Cc1ccccc1
CCCn1c(=O)c2nc(-c3cnn(Cc4nc(-c5ccc(C)cc5)no4)n3)c(=O)n2c2C1C(C)C2,CCCn1c(=O)c2nc(-c3cnn(Cc4nc(-c5ccc(C)cc5)no4)n3)c(=O)n2c2C1C(C)C2
CC1CN(c2ccc(NC(=O)Nc3ccc(-c4nc5cnn(C)c5n4)ncc3C(F)(F)F)cc2)CC(C)O1,CC1CN(c2ccc(NC(=O)Nc3ccc(-c4nc5cnn(C)c5n4)ncc3C(F)(F)F)cc2)CC(C)O1
CN(C)c1ccc(-c2cc(O)c3cc4c(=O)c5ccccc5nc5n(C)c4c3c2)cc1,CN(C)c1ccc(-c2cc(O)c3cc4c(=O)c5ccccc5nc5n(C)c4c3c2)cc1
COc1cc(CCC(=O)C2=CCC34CCC(OC)=C(C(C)C)C3CC4C(C)CC3OC(=O)c3ccc(C(=O)O)cc3)cc2NC1=O,COc1cc(CCC(=O)C2=CCC34CCC(OC)=C(C(C)C)C3CC4C(C)CC3OC(=O)c3ccc(C(=O)O)cc3)cc2NC1=O
N#Cc1ccc(Cl)cc1-n1nc(C2CCCNC2)c(CN2CCCC(NC(=O)Nc3ccc(F)cc3)C2)c1=O,N#Cc1ccc(Cl)cc1-n1nc(C2CCCNC2)c(CN2CCCC(NC(=O)Nc3ccc(F)cc3)C2)c1=O
CCOc1cccc2c1-c1ccc3c(c1C(CCO)O2)=C(C)CCC3(C)C,CCOc1cccc2c1-c1ccc3c(c1C(CCO)O2)=C(C)CCC3(C)C
Nc1nc2n(n1)C(=O)N(Cc1ccccc1)C(C(=O)NCCOc3ccc(Cl)cc3)CC1C2,Nc1nc2n(n1)C(=O)N(Cc1ccccc1)C(C(=O)NCCOc3ccc(Cl)cc3)CC1C2
COc1ccc(C2CC(=O)Oc3ccc4cccc5c4c4ccccc4n(CC(C)=O)c32)cc1OC,COc1ccc(C2CC(=O)Oc3ccc4cccc5c4c4ccccc4n(CC(C)=O)c32)cc1OC
CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1cccc(NC(=O)c2[nH]nc2Cl)c1,CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1cccc(NC(=O)c2[nH]nc2Cl)c1
CC1(C)Oc2cc(C34c(C=CC5=O)ccc5CC3N4C(=O)C3CCCC3)OC2C=CC1=O,CC1(C)Oc2cc(C34c(C=CC5=O)ccc5CC3N4C(=O)C3CCCC3)OC2C=CC1=O
N#Cc1ncc2nc1OCCCCOc1c(F)c(F)cc(=O)c2O1,N#Cc1ncc2nc1OCCCCOc1c(F)c(F)cc(=O)c2O1
O=c1oc(Oc2csc(C=Nc3ccc(Cl)cc3)n2-c2ccccc2)c(O)c(Br)c1-c1ccccc1,O=c1oc(Oc2csc(C=Nc3ccc(Cl)cc3)n2-c2ccccc2)c(O)c(Br)c1-c1ccccc1
O=S(=O)(c1ccccc1)N1CCC(c2cc(O)c3nc(O)c4ccccc4c32)CC1,O=S(=O)(c1ccccc1)N1CCC(c2cc(O)c3nc(O)c4ccccc4c32)CC1
O=[N+]([O-])c1ccc(C2CC(c3c(F)cccc3Cl)=Nn3c(-c4ccccc4)nc3c(O)n(Cc4ccccc4)c(=O)n32)cc1,O=[N+]([O-])c1ccc(C2CC(c3c(F)cccc3Cl)=Nn3c(-c4ccccc4)nc3c(O)n(Cc4ccccc4)c(=O)n32)cc1
Cc1ccc(S(=O)(=O)N2C(=O)C3C4CCC(O)(CCC(=O)O)(CC4)C3C2=O)cc1C,Cc1ccc(S(=O)(=O)N2C(=O)C3C4CCC(O)(CCC(=O)O)(CC4)C3C2=O)cc1C
O=C(CCC1CCN(Cc2cccc(F)c2)CC1)c1cc2c3c(ccn23)n[nH]c1Cc1ccccc1,O=C(CCC1CCN(Cc2cccc(F)c2)CC1)c1cc2c3c(ccn23)n[nH]c1Cc1ccccc1
Cc1cc(C)c2c(=NNC(=O)C3CCCCC3)coc2n1,Cc1cc(C)c2c(=NNC(=O)C3CCCCC3)coc2n1
CC(C)Oc1cccc(-c2nc(-c3ccc(CN4CC(CO)C(O)C(F)(F)F)cc4)no2)c1,CC(C)Oc1cccc(-c2nc(-c3ccc(CN4CC(CO)C(O)C(F)(F)F)cc4)no2)c1
Cc1cn(Cc2ccc3c(c2)CCc2c-3[nH]c3ccccc23)ccc1N1CC=CC1,Cc1cn(Cc2ccc3c(c2)CCc2c-3[nH]c3ccccc23)ccc1N1CC=CC1
O=C(O)c1cccc(NC(=O)C=Cc2ccccc2)c(C(=O)O)c1,O=C(O)c1cccc(NC(=O)C=Cc2ccccc2)c(C(=O)O)c1
Cc1cc(-n2c(N)c(-c3ccccc3)c3nc(C#N)ccc32)nn1,Cc1cc(-n2c(N)c(-c3ccccc3)c3nc(C#N)ccc32)nn1
Cc1cc(C(F)(F)F)ccc1-c1cccn2nc(Nc3ccc(N4CCNCC4)cc3)nn12,Cc1cc(C(F)(F)F)ccc1-c1cccn2nc(Nc3ccc(N4CCNCC4)cc3)nn12
CCCc1cc(C(F)(F)F)n2nc3ccccc3n12,CCCc1cc(C(F)(F)F)n2nc3ccccc3n12
COc1ccccc1-n1c(C)nc2ccc3c(O)ncnc3c2c1-c1ccccc1,COc1ccccc1-n1c(C)nc2ccc3c(O)ncnc3c2c1-c1ccccc1
O=C(Nc1ccc(OCc2ccccc2)cc1)OC1c2cc(Cl)cc3[nH]c3cccc(c32)C1O,O=C(Nc1ccc(OCc2ccccc2)cc1)OC1c2cc(Cl)cc3[nH]c3cccc(c32)C1O
Cc1cc(-c2nc(N3CC(c4noc(-c5ccnnc5)n4)C4)nc(Cl)n3n2)ccn1,Cc1cc(-c2nc(N3CC(c4noc(-c5ccnnc5)n4)C4)nc(Cl)n3n2)ccn1
OCC1C(c2ccc(=O)c(F)c2)C1c1ccc2nccnc2c1,OCC1C(c2ccc(=O)c(F)c2)C1c1ccc2nccnc2c1
COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(OCCN(C)C)c(C)c4)c(Cl)c23)c(Cl)cc1Cl,COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(OCCN(C)C)c(C)c4)c(Cl)c23)c(Cl)cc1Cl
CCCCC#N)c1cn(C(Cc2ccccc2C(F)(F)F)C(=O)NCc2cc(C)n(C)n2)nn1,CCCCC#N)c1cn(C(Cc2ccccc2C(F)(F)F)C(=O)NCc2cc(C)n(C)n2)nn1
Cc1cccc(-n2c(C)cc(-c3cc(-c4cccc(C(=O)N(c5ccccc5)C(c5ccccc5)C(C)C4CC4)c3)[nH]3)c2)c1,Cc1cccc(-n2c(C)cc(-c3cc(-c4cccc(C(=O)N(c5ccccc5)C(c5ccccc5)C(C)C4CC4)c3)[nH]3)c2)c1
COc1cc2c(cc1-c1cncnc1)CN(C(=O)c1cc3c(C(=O)O)[nH]c(=O)n3C)cn1C2,COc1cc2c(cc1-c1cncnc1)CN(C(=O)c1cc3c(C(=O)O)[nH]c(=O)n3C)cn1C2
CC1(Nc2nc(N3CCN(C(=O)OC(C(=O)N4CCCC4)CC3)c4cncn4C3CCC(C(=O)O)CC3)nc2)CC1,CC1(Nc2nc(N3CCN(C(=O)OC(C(=O)N4CCCC4)CC3)c4cncn4C3CCC(C(=O)O)CC3)nc2)CC1
Cn1c(=O)c(=O)n(C)c2ccc(Nc3nc4ccccc4n3C3CC3)ccc21,Cn1c(=O)c(=O)n(C)c2ccc(Nc3nc4ccccc4n3C3CC3)ccc21
CN1CCN(C(=O)CC(C)(CC2CCCCC2)C(=O)Nc2ccc(C(=O)N(CCC3=CC4CCC(C3)N4C(=O)N(C)C)C3)cc2)CC1,CN1CCN(C(=O)CC(C)(CC2CCCCC2)C(=O)Nc2ccc(C(=O)N(CCC3=CC4CCC(C3)N4C(=O)N(C)C)C3)cc2)CC1
O=C(O)Cn1c(=O)c(C=Oc2ccccc2)nc2ccccc21,O=C(O)Cn1c(=O)c(C=Oc2ccccc2)nc2ccccc21
COc1cccc(CNC(=O)N2CC3CC(Nc3cccc(C(N)=O)c3)C2Cc2cccnc2)c1,COc1cccc(CNC(=O)N2CC3CC(Nc3cccc(C(N)=O)c3)C2Cc2cccnc2)c1
COc1c(OC)c(OC)c2c(=O)c(OC)c(=O)c3ccccc3cc12,COc1c(OC)c(OC)c2c(=O)c(OC)c(=O)c3ccccc3cc12
COC(=O)N1C(CNc2cccc(N=C=Nc3cc(C(=O)NC(C)CO)ccc3C)c3ccccc23)=NC2CC(C)(C)CC=C12,COC(=O)N1C(CNc2cccc(N=C=Nc3cc(C(=O)NC(C)CO)ccc3C)c3ccccc23)=NC2CC(C)(C)CC=C12
Cc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccc(C3CCCCC3)cc2)c2ccc(C(=O)O)c(O)c2)c2ccc(-c3nc4ccc([N+](=O)[O-])cc4s3)cc2)c,Cc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccc(C3CCCCC3)cc2)c2ccc(C(=O)O)c(O)c2)c2ccc(-c3nc4ccc([N+](=O)[O-])cc4s3)cc2)c
COC1COC(=O)CCCCCCCC2C(CC(C)C(O)C(O)C34CC3CCCCC34C)C(C)N(C)C(=O)C(=O)N2C1,COC1COC(=O)CCCCCCCC2C(CC(C)C(O)C(O)C34CC3CCCCC34C)C(C)N(C)C(=O)C(=O)N2C1
COc1cc2c(cc1OC)Nc1c3c(cn11)CN(Cc1ccccc1)CC32,COc1cc2c(cc1OC)Nc1c3c(cn11)CN(Cc1ccccc1)CC32
COc1cc(Nc2c(C#N)cnc3c(CC4CC4)c(Oc4ccc(C(=O)NCc5cccc(S(C)(=O)=O)c5)cc4C(=O)N4CCOC4)cc2C)ccc1OCCN1CCCC,COc1cc(Nc2c(C#N)cnc3c(CC4CC4)c(Oc4ccc(C(=O)NCc5cccc(S(C)(=O)=O)c5)cc4C(=O)N4CCOC4)cc2C)ccc1OCCN1CCCC
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncccc1=O)C(=O)OCc1ccc([N+](=O)[O-])cc1,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncccc1=O)C(=O)OCc1ccc([N+](=O)[O-])cc1
CCC(C)C(NC(=O)C(N)CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc1ccc(I)cc1)C(=O)NC(CCCCNC(Cc1ccccc1)C(N)=O)C(=O,CCC(C)C(NC(=O)C(N)CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc1ccc(I)cc1)C(=O)NC(CCCCNC(Cc1ccccc1)C(N)=O)C(=O
Cc1cc(C(=O)N2CCCC3(CC=C(C)C3)C2)n2ccc(Cl)cc2c1=O,Cc1cc(C(=O)N2CCCC3(CC=C(C)C3)C2)n2ccc(Cl)cc2c1=O
CNC(=O)C1OC2(COc3ccc4c(cc5c5cc(O)ccc5n4CC3)COC2O)CS1(=O)=O,CNC(=O)C1OC2(COc3ccc4c(cc5c5cc(O)ccc5n4CC3)COC2O)CS1(=O)=O
C=C(C)C1CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)C(C)(C)CCCC=CCO)C7CCC43C)C12,C=C(C)C1CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)C(C)(C)CCCC=CCO)C7CCC43C)C12
Cc1cccc(C)c1NC(=O)CSc1nc2c(sc3ccccc33)c(=O)n2n1C,Cc1cccc(C)c1NC(=O)CSc1nc2c(sc3ccccc33)c(=O)n2n1C
COc1ccccc1CNC(=O)COC(=O)c1cccc(S(=O)(=O)N=c2c(O)cccc2O)c1,COc1ccccc1CNC(=O)COC(=O)c1cccc(S(=O)(=O)N=c2c(O)cccc2O)c1
CC12CCC3C(C)(CC4OCC5C6(C)CC(=NO)CCC6(O)C(=O)C=C4)C3CC12C,CC12CCC3C(C)(CC4OCC5C6(C)CC(=NO)CCC6(O)C(=O)C=C4)C3CC12C
COc1ccc(C=C2C(=O)OC3(C(=O)c4ccccc4)C=CC=3N2Cc2ccccc2)cc1,COc1ccc(C=C2C(=O)OC3(C(=O)c4ccccc4)C=CC=3N2Cc2ccccc2)cc1
COc1c(C)cc2oc(=O)c3c4c(cc5c6ccc(Cl)c6c52)C(C(C)(C)O)CC5(O)COCC31,COc1c(C)cc2oc(=O)c3c4c(cc5c6ccc(Cl)c6c52)C(C(C)(C)O)CC5(O)COCC31
COc1cc(C(=O)NC2CCC(NCc3ccc(F)cn3)CC2)c(Cl)cc1Nc1ncc2c(N=O)c(Nc3ccncc3)n(C)n2n1,COc1cc(C(=O)NC2CCC(NCc3ccc(F)cn3)CC2)c(Cl)cc1Nc1ncc2c(N=O)c(Nc3ccncc3)n(C)n2n1
CCOC1(NC(=O)c2ccco2)C(=O)N2C3C(=O)N(CCC)(c4ccccc4)C(=O)C3C3CCC2(C)C3C1,CCOC1(NC(=O)c2ccco2)C(=O)N2C3C(=O)N(CCC)(c4ccccc4)C(=O)C3C3CCC2(C)C3C1
C[N+]1(C)C2CCC1CC(C(=O)N1CCN(C(=O)Nc3ccc4nc(CS(C)(=O)=O)s4)CC3)cc12,C[N+]1(C)C2CCC1CC(C(=O)N1CCN(C(=O)Nc3ccc4nc(CS(C)(=O)=O)s4)CC3)cc12
COc1cc(OC)c2c(-c3cccc(-c4c(O)cc(OC)c(OC)c4)c(OC)c3)c(C)oc2c1,COc1cc(OC)c2c(-c3cccc(-c4c(O)cc(OC)c(OC)c4)c(OC)c3)c(C)oc2c1
Cc1ccc(N2CCN(C(=O)c3cc(N4C(=O)C(C)C4c4ccccc4)SC3=S)cc2)cc1,Cc1ccc(N2CCN(C(=O)c3cc(N4C(=O)C(C)C4c4ccccc4)SC3=S)cc2)cc1
CCOP(=O)(O)C(=NCCCC(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NCCNC(Cc1ccccc1)C(N)=O)NC(=O)C(N)Cc1ccc(,CCOP(=O)(O)C(=NCCCC(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NCCNC(Cc1ccccc1)C(N)=O)NC(=O)C(N)Cc1ccc(
Cc1ccc2c(F)c3c(n2)-c2[nH]c(cc4ccn(c5ccccc55)c24)CC31,Cc1ccc2c(F)c3c(n2)-c2[nH]c(cc4ccn(c5ccccc55)c24)CC31
c1ccc(COc2ccc(C3CC3CCC(N3CCCC3)C2)cn1,c1ccc(COc2ccc(C3CC3CCC(N3CCCC3)C2)cn1
Nc1nc(N)c(CCc2nc(O)c3ncn(C4OC(CSSCC(N)=O)C(O)C4O)c3n2)no1,Nc1nc(N)c(CCc2nc(O)c3ncn(C4OC(CSSCC(N)=O)C(O)C4O)c3n2)no1
Cc1nc(O)nc2c1cc(-c1cnc3c(N4CCOCC4)nc(O)nc3n1)cc1c1[nH]cn2C1,Cc1nc(O)nc2c1cc(-c1cnc3c(N4CCOCC4)nc(O)nc3n1)cc1c1[nH]cn2C1
COCn1cccc(CNC2Cc3cc(OC)c(OC)cc3C2)c1,COCn1cccc(CNC2Cc3cc(OC)c(OC)cc3C2)c1
Cn1c(C2c3c(cc(Br)cc4Occccc34)C(=O)NC2=S)nnc1-c1ccccc1,Cn1c(C2c3c(cc(Br)cc4Occccc34)C(=O)NC2=S)nnc1-c1ccccc1
Cc1cc(C=CC(N)=O)c2c(C)nc(-c3ccc(Cl)cc3Cl)nc2cc1O,Cc1cc(C=CC(N)=O)c2c(C)nc(-c3ccc(Cl)cc3Cl)nc2cc1O
C=C(C)CN1C(=O)C(CCc2ccccc2)(Cn2cnc3cc(Cl)ccc32)(c2ccc(Cl)cc2)C1=O,C=C(C)CN1C(=O)C(CCc2ccccc2)(Cn2cnc3cc(Cl)ccc32)(c2ccc(Cl)cc2)C1=O
O=C(O)c1ccc(-c2ccc(C=c3sc(=O)cc(-c4ccccc4)c3-c3ccc(Cl)cc3)o2)cc1,O=C(O)c1ccc(-c2ccc(C=c3sc(=O)cc(-c4ccccc4)c3-c3ccc(Cl)cc3)o2)cc1
COc1ccc(Cc2nnc(N=S(O)(O)=CC(=O)O)c(-c3ccccc3O)s2)cc1OC,COc1ccc(Cc2nnc(N=S(O)(O)=CC(=O)O)c(-c3ccccc3O)s2)cc1OC
COc1cc(OC)cc(N(CCCO)C(=O)c2cccs2)cc1,COc1cc(OC)cc(N(CCCO)C(=O)c2cccs2)cc1
Cc1cc(C)c(O)c(Cn2c(=O)c3c4c(sc3n(Cc3ccccc3O)c4ccccc32)CCCOC(C)=O)c1,Cc1cc(C)c(O)c(Cn2c(=O)c3c4c(sc3n(Cc3ccccc3O)c4ccccc32)CCCOC(C)=O)c1
O=c1cc(Cn2ccnc2)nnc1-c1ccc2ncccc2c1,O=c1cc(Cn2ccnc2)nnc1-c1ccc2ncccc2c1
COc1ccc(-c2c(C)nn3c(N4CCCCC5)ccnc23)cc1,COc1ccc(-c2c(C)nn3c(N4CCCCC5)ccnc23)cc1
COC(=O)CCSc1nc(O)c2c(cc1C#N)CCCC2,COC(=O)CCSc1nc(O)c2c(cc1C#N)CCCC2
C=C1CC23CCC4CC(C(C)CC5OC6CC(=O)O)CCC5(C)C4=CCC23CC1(C)C,C=C1CC23CCC4CC(C(C)CC5OC6CC(=O)O)CCC5(C)C4=CCC23CC1(C)C
Cc1ccn(-n2c(O)cc(N3CCN(c4ccccn4)CC3)c2=O)n1,Cc1ccn(-n2c(O)cc(N3CCN(c4ccccn4)CC3)c2=O)n1
CCCN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CCC3C14,CCCN1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)O)C(O)C(O)C2O)C=CCC3C14
Cc1ccc(-c2nc3cc(NC4=NCC(N)=N5)ccc3o2)cc1,Cc1ccc(-c2nc3cc(NC4=NCC(N)=N5)ccc3o2)cc1
COCCn1c(C)c2cc(Br)ccc2c2nc(CCc3ccccn3)nn2c1=O,COCCn1c(C)c2cc(Br)ccc2c2nc(CCc3ccccn3)nn2c1=O
CS(=O)(=O)c1ccc(-c2noc3c(Cl)ccccc23)cc1,CS(=O)(=O)c1ccc(-c2noc3c(Cl)ccccc23)cc1
CC(=O)c1cccc(N1C(=O)C2CC=CCC2C1=O,CC(=O)c1cccc(N1C(=O)C2CC=CCC2C1=O
CC(C)(C#Cc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1)(Cc1ccccc1)c1ccc(Cl)cc1,CC(C)(C#Cc1nc(N)c2ncn(C3OC(CO)C(O)C3O)c2n1)(Cc1ccccc1)c1ccc(Cl)cc1
NC1(C(=O)O)c2ccccc2C(=O)OC1(F)=Nc1ccc(F)cc1,NC1(C(=O)O)c2ccccc2C(=O)OC1(F)=Nc1ccc(F)cc1
Cc1ccc(C)c(-n2c(=O)c3c(c4c5c(sc3n2)CCCC5)c(=O)n(C)c(=O)n4C)c1,Cc1ccc(C)c(-n2c(=O)c3c(c4c5c(sc3n2)CCCC5)c(=O)n(C)c(=O)n4C)c1
Cc1nc(-n2c(O)cc(O)c2C#N)cc(-c2ccccc2)cc1C(=O)Nc1cc(Cl)cc(Cl)c1,Cc1nc(-n2c(O)cc(O)c2C#N)cc(-c2ccccc2)cc1C(=O)Nc1cc(Cl)cc(Cl)c1
COc1cc(N2CCOCC2)cc2c1cnn1c-2sc2nc(C)ccc12,COc1cc(N2CCOCC2)cc2c1cnn1c-2sc2nc(C)ccc12
COc1ccc(-c2c(O)n3cc(C)c(-c4ccccc4)cc3c2=O)cc1OC,COc1ccc(-c2c(O)n3cc(C)c(-c4ccccc4)cc3c2=O)cc1OC
CCCN(Cc1sc(Nc2c(C)cc(Cl)cc2Cl)n1)C(=O)Oc1ccccc1,CCCN(Cc1sc(Nc2c(C)cc(Cl)cc2Cl)n1)C(=O)Oc1ccccc1
Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2ccc(F)cc2)n2c(Nc3ccccc3)ncnc21,Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2ccc(F)cc2)n2c(Nc3ccccc3)ncnc21
Clc1ccc2c(NC3=NC4(CN5CCCCC4)CS3)cnc2cc1F,Clc1ccc2c(NC3=NC4(CN5CCCCC4)CS3)cnc2cc1F
CCNCC=c1c(C)ccc(C)c1C,CCNCC=c1c(C)ccc(C)c1C
CC(CC(=O)O)C1CCC2(C)C3=CCC4(C)C(CCC4(C)C3CC(O)C(C)COC4OC(C)C(O)C(O)C3O)C3(C)CCC12,CC(CC(=O)O)C1CCC2(C)C3=CCC4(C)C(CCC4(C)C3CC(O)C(C)COC4OC(C)C(O)C(O)C3O)C3(C)CCC12
CC1(C)CCC(=O)N(CC(=O)N2CC(C)(C)c3[nH]c4ccccc43)C2=O)C1,CC1(C)CCC(=O)N(CC(=O)N2CC(C)(C)c3[nH]c4ccccc43)C2=O)C1
CNc1cc(C)c(-c2cncc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(=O)Nc5cc(Cl)cc(C(C)(C)C)c5)[nH]n4)c3)cc2)cn1,CNc1cc(C)c(-c2cncc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(=O)Nc5cc(Cl)cc(C(C)(C)C)c5)[nH]n4)c3)cc2)cn1
Nn1c(O)c(C2=NCC(C(S)(=O)=O)=NC23)c2ccccc21,Nn1c(O)c(C2=NCC(C(S)(=O)=O)=NC23)c2ccccc21
Clc1ccc(Cn2c(-c3cccs3)nn(-c3ccccc3)c2O)cc1Cl,Clc1ccc(Cn2c(-c3cccs3)nn(-c3ccccc3)c2O)cc1Cl
CCCCc1cc2c(-c3ccccc3)cc(N)nc2n1,CCCCc1cc2c(-c3ccccc3)cc(N)nc2n1
c1ccc2c(c1)nc(N1CCNCC1)c1ccn21,c1ccc2c(c1)nc(N1CCNCC1)c1ccn21
COc1cc(CN(CCc2ccccc2)C(=O)Nc2cccc(Cl)c2)cccc1-c1cn(C)c(=O)c2ccc(-c3cccnc3)cc12,COc1cc(CN(CCc2ccccc2)C(=O)Nc2cccc(Cl)c2)cccc1-c1cn(C)c(=O)c2ccc(-c3cccnc3)cc12
CN(C)CCCOc1ccc(-c2ccc3cnn(-c4ccc(F)c(OC(F)(F)F)c4)cc3c2)cc1,CN(C)CCCOc1ccc(-c2ccc3cnn(-c4ccc(F)c(OC(F)(F)F)c4)cc3c2)cc1
CC(C)OP(=O)(O)C(Oc1ccc2c(c1)OCO2)=C(F)(F)F,CC(C)OP(=O)(O)C(Oc1ccc2c(c1)OCO2)=C(F)(F)F
Nc1cc(N)nc(N=c2cccc(N)c2)[n+]1CCc1ccccc1,Nc1cc(N)nc(N=c2cccc(N)c2)[n+]1CCc1ccccc1
Clc1ccc(-c2c(-c3ccccn3)nnc3cccc2c2C2CCCc3cccnc32)cn1,Clc1ccc(-c2c(-c3ccccn3)nnc3cccc2c2C2CCCc3cccnc32)cn1
CN(Cc1ccccc1)C(=O)c1c(-c2ccc(F)cc2)c2c(c3c1CN(S(=O)(=O)c1ccc(Cl)cc1)CC1CC1)CC3,CN(Cc1ccccc1)C(=O)c1c(-c2ccc(F)cc2)c2c(c3c1CN(S(=O)(=O)c1ccc(Cl)cc1)CC1CC1)CC3
N#Cc1ccc(OCC2CNC2)c2cc(NCC(F)(F)F)ncn12,N#Cc1ccc(OCC2CNC2)c2cc(NCC(F)(F)F)ncn12
Cn1cc(Cc2cn(CCCCn3cccn3)cc2C(N)=O)cc(=O)n1C,Cn1cc(Cc2cn(CCCCn3cccn3)cc2C(N)=O)cc(=O)n1C
CCOc1nc(-c2nc3n(n2)C(C)C=C(C)N2C(=O)c3c(2)cc(C4=CCCCO4)cc2Cl)ccc1-n1cnc(C)c1,CCOc1nc(-c2nc3n(n2)C(C)C=C(C)N2C(=O)c3c(2)cc(C4=CCCCO4)cc2Cl)ccc1-n1cnc(C)c1
CC(C)N(C(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3=CCC3(C)CCC12C)C(C)C,CC(C)N(C(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3=CCC3(C)CCC12C)C(C)C
CCN1CCN(c2nc3cc4ccccc4c4c(OC)nn3c2)CC1,CCN1CCN(c2nc3cc4ccccc4c4c(OC)nn3c2)CC1
