0,1,2
CN1CC1(CF)C#C,30955,1
CCC1(CC1)C(C)C,30956,1
CC(C)C1(CN)CC1,30957,1
CC(C)C1(CO)CC1,30958,1
CC(C)C1(CF)CC1,30959,1
CCC1(CC1)C(C)N,30960,1
CC(N)C1(CN)CC1,30961,1
CC(N)C1(CO)CC1,30962,1
CC(N)C1(CF)CC1,30963,1
CCC1(CC1)C(C)O,30964,1
CC(O)C1(CN)CC1,30965,1
CC(O)C1(CO)CC1,30966,1
CC(O)C1(CF)CC1,30967,1
CCC1(CC1)C(C)F,30968,1
CC(F)C1(CN)CC1,30969,1
CC(F)C1(CO)CC1,30970,1
CC(F)C1(CF)CC1,30971,1
CCC1(CC1)C(F)F,30972,1
NCC1(CC1)C(F)F,30973,1
OCC1(CC1)C(F)F,30974,1
FCC1(CC1)C(F)F,30975,1
CNC1(CC1)C(C)C,30976,1
CNC1(CC1)C(C)N,30977,1
CNC1(CC1)C(C)O,30978,1
CNC1(CC1)C(C)F,30979,1
CNC1(CC1)C(F)F,30980,1
COC1(CC1)C(C)C,30981,1
COC1(CC1)C(C)N,30982,1
COC1(CC1)C(C)O,30983,1
COC1(CC1)C(C)F,30984,1
COC1(CC1)C(F)F,30985,1
CCC1(CC1)N(C)C,30986,1
CN(C)C1(CN)CC1,30987,1
CN(C)C1(CO)CC1,30988,1
CN(C)C1(CF)CC1,30989,1
CCC1(CN1)C(C)C,30990,1
CC(C)C1(CN)CN1,30991,1
CC(C)C1(CO)CN1,30992,1
CC(C)C1(CF)CN1,30993,1
CCC1(CN1)C(C)N,30994,1
CC(N)C1(CN)CN1,30995,1
CC(N)C1(CO)CN1,30996,1
CC(N)C1(CF)CN1,30997,1
CCC1(CN1)C(C)O,30998,1
CC(O)C1(CN)CN1,30999,1
CC(O)C1(CO)CN1,31000,1
CC(O)C1(CF)CN1,31001,1
CCC1(CN1)C(C)F,31002,1
CC(F)C1(CN)CN1,31003,1
CC(F)C1(CO)CN1,31004,1
CC(F)C1(CF)CN1,31005,1
CCC1(CN1)C(F)F,31006,1
NCC1(CN1)C(F)F,31007,1
OCC1(CN1)C(F)F,31008,1
FCC1(CN1)C(F)F,31009,1
CCC1(CO1)C(C)C,31010,1
CC(C)C1(CN)CO1,31011,1
CC(C)C1(CO)CO1,31012,1
CC(C)C1(CF)CO1,31013,1
CCC1(CO1)C(C)N,31014,1
CC(N)C1(CN)CO1,31015,1
CC(N)C1(CO)CO1,31016,1
CC(N)C1(CF)CO1,31017,1
CCC1(CO1)C(C)O,31018,1
CC(O)C1(CN)CO1,31019,1
CC(O)C1(CO)CO1,31020,1
CC(O)C1(CF)CO1,31021,1
CCC1(CO1)C(C)F,31022,1
CC(F)C1(CN)CO1,31023,1
CC(F)C1(CO)CO1,31024,1
CC(F)C1(CF)CO1,31025,1
CCC1(CO1)C(F)F,31026,1
NCC1(CO1)C(F)F,31027,1
OCC1(CO1)C(F)F,31028,1
FCC1(CO1)C(F)F,31029,1
CC(C)C1(CC1)C=C,31030,1
CC(C)C1(CC1)C=O,31031,1
CC(C)C1(CC1)C#N,31032,1
CC(N)C1(CC1)C=C,31033,1
CC(O)C1(CC1)C=C,31034,1
CC(O)C1(CC1)C=O,31035,1
CC(O)C1(CC1)C#N,31036,1
CC(F)C1(CC1)C=C,31037,1
CC(F)C1(CC1)C=O,31038,1
CC(F)C1(CC1)C#N,31039,1
FC(F)C1(CC1)C=C,31040,1
FC(F)C1(CC1)C=O,31041,1
FC(F)C1(CC1)C#N,31042,1
CN(C)C1(CC1)C=C,31043,1
CN(C)C1(CC1)C=O,31044,1
CN(C)C1(CC1)C#N,31045,1
CC(C)C1(CN1)C=C,31046,1
CC(C)C1(CN1)C=O,31047,1
CC(C)C1(CN1)C#N,31048,1
CC(N)C1(CN1)C=C,31049,1
CC(O)C1(CN1)C=C,31050,1
CC(O)C1(CN1)C=O,31051,1
CC(O)C1(CN1)C#N,31052,1
CC(F)C1(CN1)C=C,31053,1
CC(F)C1(CN1)C=O,31054,1
CC(F)C1(CN1)C#N,31055,1
FC(F)C1(CN1)C=C,31056,1
FC(F)C1(CN1)C=O,31057,1
FC(F)C1(CN1)C#N,31058,1
CC(C)C1(CO1)C=C,31059,1
CC(C)C1(CO1)C=O,31060,1
CC(C)C1(CO1)C#N,31061,1
CC(N)C1(CO1)C=C,31062,1
CC(O)C1(CO1)C=C,31063,1
CC(O)C1(CO1)C=O,31064,1
CC(O)C1(CO1)C#N,31065,1
CC(F)C1(CO1)C=C,31066,1
CC(F)C1(CO1)C=O,31067,1
CC(F)C1(CO1)C#N,31068,1
FC(F)C1(CO1)C=C,31069,1
FC(F)C1(CO1)C=O,31070,1
FC(F)C1(CO1)C#N,31071,1
CC(C)C1(CC1)C#C,31072,1
CC(N)C1(CC1)C#C,31073,1
CC(O)C1(CC1)C#C,31074,1
CC(F)C1(CC1)C#C,31075,1
FC(F)C1(CC1)C#C,31076,1
CN(C)C1(CC1)C#C,31077,1
CC(C)C1(CN1)C#C,31078,1
CC(N)C1(CN1)C#C,31079,1
CC(O)C1(CN1)C#C,31080,1
CC(F)C1(CN1)C#C,31081,1
FC(F)C1(CN1)C#C,31082,1
CC(C)C1(CO1)C#C,31083,1
CC(N)C1(CO1)C#C,31084,1
CC(O)C1(CO1)C#C,31085,1
CC(F)C1(CO1)C#C,31086,1
FC(F)C1(CO1)C#C,31087,1
CCC(C)(C)C1CC1,31088,1
CC(C)(CN)C1CC1,31089,1
CC(C)(CO)C1CC1,31090,1
CC(C)(CF)C1CC1,31091,1
CCC(C)(N)C1CC1,31092,1
CC(N)(CN)C1CC1,31093,1
CC(N)(CO)C1CC1,31094,1
CC(N)(CF)C1CC1,31095,1
CCC(C)(O)C1CC1,31096,1
CC(O)(CN)C1CC1,31097,1
CC(O)(CO)C1CC1,31098,1
CC(O)(CF)C1CC1,31099,1
CCC(C)(F)C1CC1,31100,1
CC(F)(CN)C1CC1,31101,1
CC(F)(CO)C1CC1,31102,1
CC(F)(CF)C1CC1,31103,1
CCC(F)(F)C1CC1,31104,1
NCC(F)(F)C1CC1,31105,1
OCC(F)(F)C1CC1,31106,1
FCC(F)(F)C1CC1,31107,1
CNC(C)(C)C1CC1,31108,1
COC(C)(C)C1CC1,31109,1
CCC(C)(C)C1CN1,31110,1
CC(C)(CN)C1CN1,31111,1
CC(C)(CO)C1CN1,31112,1
CC(C)(CF)C1CN1,31113,1
CCC(C)(N)C1CN1,31114,1
CC(N)(CN)C1CN1,31115,1
CC(N)(CO)C1CN1,31116,1
CC(N)(CF)C1CN1,31117,1
CCC(C)(O)C1CN1,31118,1
CC(O)(CN)C1CN1,31119,1
CC(O)(CO)C1CN1,31120,1
CC(O)(CF)C1CN1,31121,1
CCC(C)(F)C1CN1,31122,1
CC(F)(CN)C1CN1,31123,1
CC(F)(CO)C1CN1,31124,1
CC(F)(CF)C1CN1,31125,1
CCC(F)(F)C1CN1,31126,1
NCC(F)(F)C1CN1,31127,1
OCC(F)(F)C1CN1,31128,1
FCC(F)(F)C1CN1,31129,1
CNC(C)(C)C1CN1,31130,1
COC(C)(C)C1CN1,31131,1
CCC(C)(C)C1CO1,31132,1
CC(C)(CN)C1CO1,31133,1
CC(C)(CO)C1CO1,31134,1
CC(C)(CF)C1CO1,31135,1
CCC(C)(N)C1CO1,31136,1
CC(N)(CN)C1CO1,31137,1
CC(N)(CO)C1CO1,31138,1
CC(N)(CF)C1CO1,31139,1
CCC(C)(O)C1CO1,31140,1
CC(O)(CN)C1CO1,31141,1
CC(O)(CO)C1CO1,31142,1
CC(O)(CF)C1CO1,31143,1
CCC(C)(F)C1CO1,31144,1
CC(F)(CN)C1CO1,31145,1
CC(F)(CO)C1CO1,31146,1
CC(F)(CF)C1CO1,31147,1
CCC(F)(F)C1CO1,31148,1
NCC(F)(F)C1CO1,31149,1
OCC(F)(F)C1CO1,31150,1
FCC(F)(F)C1CO1,31151,1
CNC(C)(C)C1CO1,31152,1
COC(C)(C)C1CO1,31153,1
CCC(C)(C)N1CC1,31154,1
CC(C)(CN)N1CC1,31155,1
CC(C)(CO)N1CC1,31156,1
CC(C)(CF)N1CC1,31157,1
CC(C)(C=C)C1CC1,31158,1
CC(C)(C=O)C1CC1,31159,1
CC(C)(C#N)C1CC1,31160,1
CC(N)(C=C)C1CC1,31161,1
CC(O)(C=C)C1CC1,31162,1
CC(O)(C=O)C1CC1,31163,1
CC(O)(C#N)C1CC1,31164,1
CC(F)(C=C)C1CC1,31165,1
CC(F)(C=O)C1CC1,31166,1
CC(F)(C#N)C1CC1,31167,1
FC(F)(C=C)C1CC1,31168,1
FC(F)(C=O)C1CC1,31169,1
FC(F)(C#N)C1CC1,31170,1
CC(C)(C=C)C1CN1,31171,1
CC(C)(C=O)C1CN1,31172,1
CC(C)(C#N)C1CN1,31173,1
CC(N)(C=C)C1CN1,31174,1
CC(O)(C=C)C1CN1,31175,1
CC(O)(C=O)C1CN1,31176,1
CC(O)(C#N)C1CN1,31177,1
CC(F)(C=C)C1CN1,31178,1
CC(F)(C=O)C1CN1,31179,1
CC(F)(C#N)C1CN1,31180,1
FC(F)(C=C)C1CN1,31181,1
FC(F)(C=O)C1CN1,31182,1
FC(F)(C#N)C1CN1,31183,1
CC(C)(C=C)C1CO1,31184,1
CC(C)(C=O)C1CO1,31185,1
CC(C)(C#N)C1CO1,31186,1
CC(N)(C=C)C1CO1,31187,1
CC(O)(C=C)C1CO1,31188,1
CC(O)(C=O)C1CO1,31189,1
CC(O)(C#N)C1CO1,31190,1
CC(F)(C=C)C1CO1,31191,1
CC(F)(C=O)C1CO1,31192,1
CC(F)(C#N)C1CO1,31193,1
FC(F)(C=C)C1CO1,31194,1
FC(F)(C=O)C1CO1,31195,1
FC(F)(C#N)C1CO1,31196,1
CC(C)(C=C)N1CC1,31197,1
CC(C)(C=O)N1CC1,31198,1
CC(C)(C#N)N1CC1,31199,1
CC(C)(C#C)C1CC1,31200,1
CC(N)(C#C)C1CC1,31201,1
CC(O)(C#C)C1CC1,31202,1
CC(F)(C#C)C1CC1,31203,1
FC(F)(C#C)C1CC1,31204,1
CC(C)(C#C)C1CN1,31205,1
CC(N)(C#C)C1CN1,31206,1
CC(O)(C#C)C1CN1,31207,1
CC(F)(C#C)C1CN1,31208,1
FC(F)(C#C)C1CN1,31209,1
CC(C)(C#C)C1CO1,31210,1
CC(N)(C#C)C1CO1,31211,1
CC(O)(C#C)C1CO1,31212,1
CC(F)(C#C)C1CO1,31213,1
FC(F)(C#C)C1CO1,31214,1
CC(C)(C#C)N1CC1,31215,1
CC1C(C)C(C)C1C,31216,1
CC1C(C)C(N)C1C,31217,1
CC1C(C)C(O)C1C,31218,1
CC1C(C)C(F)C1C,31219,1
CC1C(C)C(N)C1N,31220,1
CC1C(C)C(O)C1N,31221,1
CC1C(C)C(F)C1N,31222,1
CC1C(C)C(O)C1O,31223,1
CC1C(C)C(F)C1O,31224,1
CC1C(C)C(F)C1F,31225,1
CC1C(N)C(C)C1N,31226,1
CC1C(N)C(N)C1N,31227,1
CC1C(N)C(O)C1N,31228,1
CC1C(N)C(F)C1N,31229,1
CC1C(N)C(C)C1O,31230,1
CC1C(N)C(N)C1O,31231,1
CC1C(N)C(O)C1O,31232,1
CC1C(N)C(F)C1O,31233,1
CC1C(N)C(C)C1F,31234,1
CC1C(N)C(N)C1F,31235,1
CC1C(N)C(O)C1F,31236,1
CC1C(N)C(F)C1F,31237,1
CC1C(O)C(C)C1O,31238,1
CC1C(O)C(N)C1O,31239,1
CC1C(O)C(O)C1O,31240,1
CC1C(O)C(F)C1O,31241,1
CC1C(O)C(C)C1F,31242,1
CC1C(O)C(N)C1F,31243,1
CC1C(O)C(O)C1F,31244,1
CC1C(O)C(F)C1F,31245,1
CC1C(F)C(C)C1F,31246,1
CC1C(F)C(N)C1F,31247,1
CC1C(F)C(O)C1F,31248,1
CC1C(F)C(F)C1F,31249,1
NC1C(N)C(N)C1N,31250,1
NC1C(N)C(O)C1N,31251,1
NC1C(N)C(F)C1N,31252,1
NC1C(N)C(O)C1O,31253,1
NC1C(N)C(F)C1O,31254,1
NC1C(N)C(F)C1F,31255,1
NC1C(O)C(N)C1O,31256,1
NC1C(O)C(O)C1O,31257,1
NC1C(O)C(F)C1O,31258,1
NC1C(O)C(N)C1F,31259,1
NC1C(O)C(O)C1F,31260,1
NC1C(O)C(F)C1F,31261,1
NC1C(F)C(N)C1F,31262,1
NC1C(F)C(O)C1F,31263,1
NC1C(F)C(F)C1F,31264,1
OC1C(O)C(O)C1O,31265,1
OC1C(O)C(F)C1O,31266,1
OC1C(O)C(F)C1F,31267,1
OC1C(F)C(O)C1F,31268,1
OC1C(F)C(F)C1F,31269,1
FC1C(F)C(F)C1F,31270,1
CC1C(C)N(C)C1C,31271,1
CC1C(N)C(C)N1C,31272,1
CC1C(O)C(C)N1C,31273,1
CC1C(F)C(C)N1C,31274,1
CC1C(C)C(=O)C1C,31275,1
CC1C(C)C(=O)C1O,31276,1
CC1C(C)C(=O)C1F,31277,1
CC1C(O)C(=O)C1O,31278,1
CC1C(O)C(=O)C1F,31279,1
CC1C(F)C(=O)C1F,31280,1
CC1C(O)C(C)C1=O,31281,1
CC1C(O)C(O)C1=O,31282,1
CC1C(O)C(F)C1=O,31283,1
OC1C(O)C(=O)C1O,31284,1
OC1C(O)C(=O)C1F,31285,1
OC1C(F)C(=O)C1F,31286,1
CC1C(F)C(C)C1=O,31287,1
CC1C(F)C(O)C1=O,31288,1
CC1C(F)C(F)C1=O,31289,1
OC1C(F)C(O)C1=O,31290,1
OC1C(F)C(F)C1=O,31291,1
FC1C(F)C(=O)C1F,31292,1
CC1C(C)C(=O)N1C,31293,1
CC1C(C)C(=O)N1N,31294,1
CC1C(C)C(=O)N1O,31295,1
CC1C(N)C(=O)N1C,31296,1
CC1C(N)C(=O)N1O,31297,1
CC1C(O)C(=O)N1C,31298,1
CC1C(O)C(=O)N1N,31299,1
CC1C(O)C(=O)N1O,31300,1
CC1C(F)C(=O)N1C,31301,1
CC1C(F)C(=O)N1N,31302,1
CC1C(F)C(=O)N1O,31303,1
CC1N(C)C(C)C1=O,31304,1
CC1CCC(C)CC1,31305,1
CC1CCC(N)CC1,31306,1
CC1CCC(O)CC1,31307,1
CC1CCC(F)CC1,31308,1
NC1CCC(N)CC1,31309,1
NC1CCC(O)CC1,31310,1
NC1CCC(F)CC1,31311,1
OC1CCC(O)CC1,31312,1
OC1CCC(F)CC1,31313,1
FC1CCC(F)CC1,31314,1
CC1CCC(C)NC1,31315,1
CC1CCC(N)CN1,31316,1
CC1CCC(O)CN1,31317,1
CC1CCC(F)CN1,31318,1
CC1CCC(C)OC1,31319,1
CC1CCC(N)CO1,31320,1
CC1CCC(O)CO1,31321,1
CC1CCC(F)CO1,31322,1
CC1COC(C)OC1,31323,1
CC1OCC(N)CO1,31324,1
CC1OCC(O)CO1,31325,1
CC1OCC(F)CO1,31326,1
CC1CNC(C)CN1,31327,1
CC1COC(C)CN1,31328,1
CC1COC(C)CO1,31329,1
CC1CCN(C)CC1,31330,1
CN1CCC(N)CC1,31331,1
CN1CCC(O)CC1,31332,1
CN1CCC(F)CC1,31333,1
CN1CCN(C)CC1,31334,1
CC1CCC(=C)CC1,31335,1
CC1CCC(=O)CC1,31336,1
NC1CCC(=C)CC1,31337,1
OC1CCC(=C)CC1,31338,1
OC1CCC(=O)CC1,31339,1
FC1CCC(=C)CC1,31340,1
FC1CCC(=O)CC1,31341,1
CC1CCC(=N)NC1,31342,2
CC1CCC(=O)NC1,31343,2
NC1CCC(=N)NC1,31344,2
NC1CCC(=O)NC1,31345,2
OC1CCC(=N)NC1,31346,2
OC1CCC(=O)NC1,31347,2
FC1CCC(=N)NC1,31348,2
FC1CCC(=O)NC1,31349,2
CC1CCC(=C)OC1,31350,1
CC1CCC(=O)OC1,31351,1
NC1CCC(=C)OC1,31352,1
NC1CCC(=O)OC1,31353,1
OC1CCC(=C)OC1,31354,1
OC1CCC(=O)OC1,31355,1
FC1CCC(=C)OC1,31356,1
FC1CCC(=O)OC1,31357,1
CC1CNC(=N)NC1,31358,1
CC1CNC(=O)NC1,31359,1
NC1CNC(=N)NC1,31360,1
NC1CNC(=O)NC1,31361,1
OC1CNC(=N)NC1,31362,1
OC1CNC(=O)NC1,31363,1
FC1CNC(=N)NC1,31364,1
FC1CNC(=O)NC1,31365,1
CC1CNC(=N)OC1,31366,1
CC1CNC(=O)OC1,31367,1
NC1CNC(=N)OC1,31368,1
NC1CNC(=O)OC1,31369,1
OC1CNC(=N)OC1,31370,1
OC1CNC(=O)OC1,31371,1
FC1CNC(=N)OC1,31372,1
FC1CNC(=O)OC1,31373,1
CC1COC(=O)OC1,31374,1
NC1COC(=O)OC1,31375,1
OC1COC(=O)OC1,31376,1
FC1COC(=O)OC1,31377,1
CC1CCC(=C)CN1,31378,1
CC1CCC(=O)CN1,31379,1
CC1CCC(=N)NN1,31380,2
CC1CCC(=O)NN1,31381,2
CC1CNC(=N)CN1,31382,2
CC1CNC(=O)CN1,31383,2
CC1CNC(=N)NN1,31384,1
CC1CNC(=O)NN1,31385,1
CC1COC(=C)CN1,31386,1
CC1COC(=O)CN1,31387,1
CC1COC(=N)NN1,31388,1
CC1COC(=O)NN1,31389,1
CC1CCC(=C)CO1,31390,1
CC1CCC(=O)CO1,31391,1
CC1CCC(=N)NO1,31392,2
CC1CCC(=O)NO1,31393,2
CC1CNC(=N)CO1,31394,2
CC1CNC(=O)CO1,31395,2
CC1CNC(=N)NO1,31396,1
CC1CNC(=O)NO1,31397,1
CC1COC(=C)CO1,31398,1
CC1COC(=O)CO1,31399,1
CC1COC(=N)NO1,31400,1
CC1COC(=O)NO1,31401,1
CC1OCC(=C)CO1,31402,1
CC1OCC(=O)CO1,31403,1
CC1OCC(=N)NO1,31404,2
CC1OCC(=O)NO1,31405,2
CC1ONC(=N)NO1,31406,1
CC1ONC(=O)NO1,31407,1
CN1CCC(=C)CC1,31408,1
CN1CCC(=O)CC1,31409,1
C=C1CCC(=C)CC1,31410,1
C=C1CCC(=O)CC1,31411,1
O=C1CCC(=O)CC1,31412,1
C=C1CCC(=N)NC1,31413,2
C=C1CCC(=O)NC1,31414,2
N=C1CCC(=O)CN1,31415,2
O=C1CCC(=O)NC1,31416,2
C=C1CCC(=C)OC1,31417,1
C=C1CCC(=O)OC1,31418,1
C=C1CCC(=O)CO1,31419,1
O=C1CCC(=O)OC1,31420,1
C=C1CNC(=N)NC1,31421,1
C=C1CNC(=O)NC1,31422,1
N=C1NCC(=O)CN1,31423,1
O=C1CNC(=O)NC1,31424,1
C=C1CNC(=N)OC1,31425,1
C=C1CNC(=O)OC1,31426,1
N=C1NCC(=O)CO1,31427,1
O=C1CNC(=O)OC1,31428,1
C=C1COC(=O)OC1,31429,1
O=C1COC(=O)OC1,31430,1
N=C1CCC(=N)NN1,31431,3
N=C1CCC(=O)NN1,31432,4
O=C1CCC(=O)NN1,31433,3
N=C1CCC(=O)ON1,31434,2
O=C1CCC(=O)ON1,31435,2
N=C1CNC(=N)CN1,31436,3
N=C1CNC(=O)CN1,31437,4
O=C1CNC(=O)CN1,31438,3
N=C1CNC(=N)NN1,31439,2
N=C1CNC(=O)NN1,31440,2
N=C1NCC(=O)NN1,31441,2
O=C1CNC(=O)NN1,31442,2
N=C1CNC(=N)ON1,31443,2
N=C1CNC(=O)ON1,31444,2
N=C1NCC(=O)NO1,31445,2
O=C1CNC(=O)ON1,31446,2
C=C1CNC(=N)CO1,31447,2
N=C1COC(=O)CN1,31448,2
C=C1CNC(=O)CO1,31449,2
O=C1COC(=O)CN1,31450,2
N=C1COC(=N)NN1,31451,2
N=C1COC(=O)NN1,31452,2
N=C1NNC(=O)CO1,31453,2
O=C1COC(=O)NN1,31454,2
N=C1COC(=O)ON1,31455,2
O=C1COC(=O)ON1,31456,2
N=C1NCC(=O)ON1,31457,1
O=C1CNC(=O)NO1,31458,1
C=C1COC(=C)CO1,31459,1
C=C1COC(=O)CO1,31460,1
O=C1COC(=O)CO1,31461,1
N=C1NOC(=O)CO1,31462,1
O=C1COC(=O)NO1,31463,1
N=C1NNC(=N)NN1,31464,1
N=C1NNC(=O)NN1,31465,1
O=C1NNC(=O)NN1,31466,1
N=C1NNC(=N)ON1,31467,1
N=C1NNC(=O)ON1,31468,1
N=C1NNC(=O)NO1,31469,1
O=C1NNC(=O)ON1,31470,1
N=C1NOC(=O)ON1,31471,1
O=C1NOC(=O)ON1,31472,1
N=C1NOC(=N)NO1,31473,1
N=C1NOC(=O)NO1,31474,1
O=C1NOC(=O)NO1,31475,1
CC1CCC(C)C=C1,31476,1
CC1CCC(N)C=C1,31477,1
CC1CCC(O)C=C1,31478,1
CC1CCC(F)C=C1,31479,1
NC1CCC(N)C=C1,31480,1
NC1CCC(O)C=C1,31481,1
NC1CCC(F)C=C1,31482,1
OC1CCC(O)C=C1,31483,1
OC1CCC(F)C=C1,31484,1
FC1CCC(F)C=C1,31485,1
CC1CNC(C)C=C1,31486,1
CC1NCC(N)C=C1,31487,1
CC1NCC(O)C=C1,31488,1
CC1NCC(F)C=C1,31489,1
CC1COC(C)C=C1,31490,1
CC1OCC(N)C=C1,31491,1
CC1OCC(O)C=C1,31492,1
CC1OCC(F)C=C1,31493,1
CC1CCN(C)N=C1,31494,1
CN1CCC(N)C=N1,31495,1
CN1CCC(O)C=N1,31496,1
CN1CCC(F)C=N1,31497,1
CC1CCN(C)C=N1,31498,1
CC1CCN(N)C=N1,31499,1
CC1CCN(O)C=N1,31500,1
CC1CNN(C)C=N1,31501,1
CC1CON(C)C=N1,31502,1
CN1CCN(C)N=C1,31503,1
CN1CCN(N)C=N1,31504,1
CN1CCN(O)C=N1,31505,1
CC1CCC(=C)C=C1,31506,1
CC1CCC(=O)C=C1,31507,1
NC1CCC(=C)C=C1,31508,1
OC1CCC(=C)C=C1,31509,1
OC1CCC(=O)C=C1,31510,1
FC1CCC(=C)C=C1,31511,1
FC1CCC(=O)C=C1,31512,1
CC1CNC(=N)C=C1,31513,2
CC1CNC(=O)C=C1,31514,2
NC1CNC(=N)C=C1,31515,2
NC1CNC(=O)C=C1,31516,2
OC1CNC(=N)C=C1,31517,2
OC1CNC(=O)C=C1,31518,2
FC1CNC(=N)C=C1,31519,2
FC1CNC(=O)C=C1,31520,2
CC1COC(=C)C=C1,31521,1
CC1COC(=O)C=C1,31522,1
NC1COC(=C)C=C1,31523,1
NC1COC(=O)C=C1,31524,1
OC1COC(=C)C=C1,31525,1
OC1COC(=O)C=C1,31526,1
FC1COC(=C)C=C1,31527,1
FC1COC(=O)C=C1,31528,1
CC1NCC(=C)C=C1,31529,1
CC1NCC(=O)C=C1,31530,1
CC1NNC(=N)C=C1,31531,2
CC1NNC(=O)C=C1,31532,2
CC1OCC(=C)C=C1,31533,1
CC1OCC(=O)C=C1,31534,1
CC1ONC(=N)C=C1,31535,2
CC1ONC(=O)C=C1,31536,2
CN1CCC(=O)C=C1,31537,1
CN1CCC(=N)N=C1,31538,1
CN1CCC(=O)N=C1,31539,1
NN1CCC(=N)N=C1,31540,1
NN1CCC(=O)N=C1,31541,1
ON1CCC(=N)N=C1,31542,1
ON1CCC(=O)N=C1,31543,1
CN1CCC(=C)C=N1,31544,1
CN1CCC(=O)C=N1,31545,1
CN1NCC(=N)N=C1,31546,1
CN1NCC(=O)N=C1,31547,1
CN1OCC(=N)N=C1,31548,1
CN1OCC(=O)N=C1,31549,1
C=C1CCC(=C)C=C1,31550,1
C=C1CCC(=O)C=C1,31551,1
Oc1ccc(O)cc1,31552,1
C=C1CNC(=N)C=C1,31553,2
C=C1CNC(=O)C=C1,31554,2
Nc1ccc(O)cn1,31555,2
Oc1ccc(O)nc1,31556,2
C=C1COC(=C)C=C1,31557,1
C=C1COC(=O)C=C1,31558,1
C=C1OCC(=O)C=C1,31559,1
Oc1ccc(=O)oc1,31560,1
Nc1ccc(N)nn1,31561,3
Nc1ccc(=O)[nH]n1,31562,4
Oc1ccc(O)nn1,31563,3
Nc1c[nH]c(=N)nn1,31564,3
Nc1c[nH]c(=O)nn1,31565,3
Oc1c[nH]c(=N)nn1,31566,3
Oc1cnc(=O)[nH]n1,31567,3
Nc1ccc(=O)on1,31568,2
Oc1ccc(=O)on1,31569,2
Nc1cnc(=N)on1,31570,2
Nc1cnc(=O)on1,31571,2
Oc1cnc(=N)on1,31572,2
Oc1cnc(=O)on1,31573,2
N=c1nnc(=N)[nH][nH]1,31574,1
N=c1nnc(=O)[nH][nH]1,31575,1
O=c1nnc(=O)[nH][nH]1,31576,1
N=c1ncc(=O)o[nH]1,31577,1
O=c1cnc(=O)[nH]o1,31578,1
N=c1nnc(=N)o[nH]1,31579,1
N=c1nnc(=O)o[nH]1,31580,1
N=c1nnc(=O)[nH]o1,31581,1
O=c1nnc(=O)o[nH]1,31582,1
CC1CCC(C)=CC1,31583,1
CC1CCC(F)=CC1,31584,1
CC1=CCC(N)CC1,31585,1
NC1CCC(F)=CC1,31586,1
CC1=CCC(O)CC1,31587,1
OC1CCC(F)=CC1,31588,1
CC1=CCC(F)CC1,31589,1
FC1CCC(F)=CC1,31590,1
CC1CNC(C)=NC1,31591,1
CC1=NCC(N)CN1,31592,1
CC1=NCC(O)CN1,31593,1
CC1=NCC(F)CN1,31594,1
CC1COC(C)=CC1,31595,1
CC1=CCC(N)CO1,31596,1
CC1=CCC(O)CO1,31597,1
CC1=CCC(F)CO1,31598,1
CC1CCC(C)=NN1,31599,1
CC1CN=C(C)NN1,31600,2
CC1COC(C)=NN1,31601,1
CC1CCC(C)=CO1,31602,1
CC1CCC(F)=CO1,31603,1
CC1CCC(C)=NO1,31604,1
CC1CN=C(C)NO1,31605,2
CC1COC(C)=CO1,31606,1
CC1COC(C)=NO1,31607,1
CC1CC=C(C)CN1,31608,1
CC1CC=C(F)CN1,31609,1
CC1CC=C(C)CO1,31610,1
CC1CC=C(F)CO1,31611,1
CC1OCC(C)=CO1,31612,1
CC1OCC(F)=CO1,31613,1
CC1OCC(C)=NO1,31614,1
CC1ONC(C)=NO1,31615,1
CN1CCC(C)=CC1,31616,1
CN1CCC(F)=CC1,31617,1
CC1=CCC(=C)CC1,31618,1
FC1=CCC(=C)CC1,31619,1
CC1=CCC(=O)CC1,31620,1
FC1=CCC(=O)CC1,31621,1
CC1=NCC(=C)CN1,31622,1
CC1=NCC(=O)CN1,31623,1
CC1=CCC(=C)CO1,31624,1
CC1=CCC(=O)CO1,31625,1
CC1=CNC(=N)CC1,31626,2
FC1=CNC(=N)CC1,31627,2
CC1=CNC(=O)CC1,31628,2
FC1=CNC(=O)CC1,31629,2
CC1=NNC(=N)CC1,31630,2
CC1=NNC(=O)CC1,31631,2
CC1=NCC(=N)NN1,31632,4
CC1=NCC(=O)NN1,31633,4
CC1=CNC(=N)CO1,31634,2
CC1=CNC(=O)CO1,31635,2
CC1=NNC(=N)CO1,31636,2
CC1=NNC(=O)CO1,31637,2
CC1=COC(=C)CC1,31638,1
FC1=COC(=C)CC1,31639,1
CC1=COC(=O)CC1,31640,1
FC1=COC(=O)CC1,31641,1
CC1=NOC(=O)CC1,31642,1
CC1=NCC(=O)ON1,31643,2
CC1=COC(=C)CO1,31644,1
CC1=COC(=O)CO1,31645,1
CC1=NOC(=O)CO1,31646,1
CC1=CCC(=N)NC1,31647,2
FC1=CCC(=N)NC1,31648,2
CC1=CCC(=O)NC1,31649,2
FC1=CCC(=O)NC1,31650,2
CC1=CNC(=N)NC1,31651,1
FC1=CNC(=N)NC1,31652,1
CC1=CNC(=O)NC1,31653,1
FC1=CNC(=O)NC1,31654,1
CC1=NNC(=N)NC1,31655,1
CC1=NNC(=O)NC1,31656,1
CC1=NNC(=N)NN1,31657,1
