STD_SMILES,FRAGMENT,ERROR
CCc1cc2c(C3=NNC(=O)C3(C)C)ccc(OC)n2n1,CCCCC(F)C=C,CCc1c[Si]nC=5c81c2nc(2-=NNC(=O)C224)C)ClC)Brcc)OC)n2n1
COC(=O)NC(C(=O)NC(c1ccc(C(CO)N(CCC(C)C)S(=O)(=O)c2ccc(N)cc2)s1)C(F)(F)F)C(c1ccccc1)c1ccccc1,CC(CF)CC=NO,=COC(=O)NC(C(=O(NC)c1ccc(Sb[O-][S+]((#-[O-]C(CO)N(CCC(C)C)S(=O)(=O(c22c2cc(N)cc2)n1)C(F)ccnccc1)c11ccccnNS[SH]c1
O=C(NCCCCN1CCC2C(C1)c1cccc3c1N2CC3)c1ccc(F)cc1,C=CC1CC2CC1C2,=O=CNCCCCN1CCC2112C(C21)c1cncc3cN12CC3)c1ccc)F)cc1
COc1ccc2c(c1)nc(N1CCN(Cc3ccc(F)cc3)CC1)c1cccn12,CCC1CC1C2CC2,1cc22c(#)nc(N1CCN(Cc34432ccc)(F)cc24)CC1)c1ccnc112
COc1ccc(NS(=O)(=O)c2cccc(C(=O)N(C)Cc3cccs3)c2)cc1,C1OCC2OC12,COc12coc(NS=O((=O)c2ccc=(C)(=O)N(C)Cc3cc3s3)22)2cc12#)
CCOc1ccccc1N1CCN(C(=O)c2cccs2)CC1,C#CCC=CC1CN1,CCOc)31cccc1N1CCNC(=O)c1332cc1)cC1
Cc1cc(C(=O)NC(C)c2ccc(F)cc2)ccc1-c1cn[nH]c1.CCC1C=CC=C1,CCC1C=CC=C1,CC(#O=C(1C(C)c1ccc(F)nc1)c1cc(B11cn[nH]c21(c(C)c1)C1C1=CC=C1
O=C(c1ccc(Br)cc1NS(=O)(=O)c1cccc2nccnc12)N1CCCCC1,CC1C=CC(=C1)C#C,O#=C(1cc([SH]FbcBrccNS()n12C2CCCC12
Cn1ccc(-c2ccc(CC(C#N)NC(=O)C3NC4CCC3C4)c(F)c2)cc1=O,C=CC1CNC1C=C,Cn1cnI6[N+]Cl4B=2[Si]2PsOCC#N(NC(=O)C3N3C4C5CCC45)c(F)c)cc=O
COc1cc2c(cc1OCCc1ccncc1)Cc1c(-c3ccc(-c4ccc(O)cc4)cc3)n[nH]c1-2,CC(F)=CC(N)=O,COc1cc2c(c1OCCc1ccncc(=O)1Cc1c(-3ccF-(c4ccc(O)cc4)1c3)cccc1-2
CCOc1cc(C=C2SC(=S)N(NC(=O)c3ccccc3Cl)C2=O)ccc1O,C1C2NN=CC12,22c)C=C2SC(=S)N(NC(=O)c3ccccn43Cl(C2=O)ccc2O
COc1ccc(NCc2c[nH]cn2)c(C(=O)NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c1,ON=C1CC(O)CN1,=COc19ccn444)c)C1=O)NC2CCN(Cc3c3cc4c(c)OCO4)CC2(c1
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cnc4c(c3)-c3cc5ccccc5n3CO4)cc12,NC(=O)OCC#C,CNC(=O)c1c1(2ccc(F)cc2)oc2cc(N)C)S(C)((=O)b5Cc(-c3s3c2ncc45nCO4)cc12
CCCn1ccc2cc(-c3ccc(N4CCOCC4)nc3)cc(Cl)c2c1=O,NC1CNC1C(O)=O,CCCn1c1cccc)N4C4CO[Si]CC4)nc)cc(Cl)nc3c1#-=O=
Cc1ccc(NC(=O)c2ccc(Cl)c(N3C(=O)C=CC3=O)c2)cc1,CC(=C)C(O)=O,)Cc1cc(NC(=O)c2ccc-N444C(1)cc1=
CCCCNC(=O)OCCCCCCCCCCCCCCOC(=O)NCCCC,C=CC(=O)NNC=O,(CCCNC()=O-(OCCCCC[N-][Se]COp#C[C-]CCOC=OONCCCC
O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,CC=COC(C)C#C,)[PH]6P(O(O)Cp([SH]Cl)P=O)(O(O
COc1ccccc1C1COC2(CCCNC2c2ccccc2)C1,CC=CC(CN)CO,22cccc21C12C2C22)CCCNC2n22C21
CN(C)CCCN=c1c2ccccc2n(C)c2[nH]c(=O)n(C)c(=O)c12,CN1CCC1C(N)=N,-CN(C)CCC=c1c12cccc2cn(C(c232cc(=O(n(C)c)=n)c1232
COc1cc(F)c(F)c(CNC(=O)C2SCCN2C(=O)Nc2cn(C(N)=O)c3ccccc23)c1,CNN=C(C)C,COc1cc((F)cc(F)c([C-][As][SH]ClB5(=O)Nc2cn-(C)cN()=O)c32ccccC232)1
O=C1OCCN1C(=O)C1C(c2ccc(Cl)cc2)C(c2ccccc2)=NN1c1ccccc1,Cc1cn(O)c(=N)o1,1OCCN1C(=O)C1C((c2cc12ccccnnc2(=)NNc1ccccc
CCN(CC)CCN(C)Cc1cnc(CN2C3=CCCC3C(=O)N=C2SCc2ccc(F)cc2)n1Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,COC=CNC=N,CCN(CC)CCN(2C=CCCC4C(=O)N=C2SCc2ccc()cc2)n121Cc212ccc(-#c2ccc=[C-](Bcc2
CCOC(=O)C1C(C)=NC2=CCCC(=O)C2C1c1ccc(O)c(OCC)c1,CNC(C=C)C(C)=C,CCOC)=O)C1C4CC3)=O(CC3cccn(O)c(OCC)c1
CCCS(=O)(=O)C(C(=O)NCCS(N)(=O)=O)c1nc2ccc(-c3ccccc3)cc2s1,CC1CNN=C1C,CCCS(=O)-(((=O(C(C=O(4CCS)N)(=O)=o(c11n1c2c2cc)-c3ccccs
S=C(NCC1CCCO1)N1CCN(c2nc(-c3ccccc3)cs2)CC1,NC1CNC1C=C,(S=C(Sb#ccn(c2n2c(-13cccc3)cs2)4C2
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CN=C(N)N)C(=O)N1CCC(N2CCCC2C(=O)O)CC1,CCC=C(F)CC#C,CC((C)CC(NC(=O)C(1ccccc1)NC=O)C(N)Cc1ccccc1((3(=O)NC(cN=C(NNC(=O)N1CCC(NCCCC3C(=O))O[SH]CC1
Cc1ccc(C=CC(=O)Nc2ccc3nc(N(C)CCN(C)C)cc(C)c3c2)cc1,C=CN=C1CC=NN1,#Cc1c1cc(C=CC(=O)Nc3c1cc33n3c(N((C)CCN(C)C)cc(C)c2(c(c1o
CCNC(=O)N1CCCN(c2ccc(C(=O)NCCc3ccc(F)cc3)cc2NC(=O)c2cccc(Cl)c2)CC1,CC=NN=CC(C)=O,CCNC(=O)N1CCNN(c2ccc((C(-=O)c)cc2NC(=O)2c2ccc(Cl)c2)CC1-(
CC(C)c1ccc(NC(=S)NN2CCOCC2)cc1,NC1CC(F)C1(F)F,CC((22)c2ccc)(NC=S)NN2CCOOCcc2(
COc1cc(-c2ccc(Cl)c(C)c2)ccc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ncon3)ccc21,CNC(CO)C(N)=N,1cc)-c2ccnc(Cl)c()c2)ccc=--n1c(=O)ccc2cc#(S(=O)(=O)Nc4con3)ccc21
O=C(NN=Cc1sc(N2CCCCC2)nc1-c1cccs1)C1CC1,CCc1cc(O)co1,O=C(N(N=Cc1sc)()o2C21b[S+]P[N-])BrClCCCC)nc1-1cccs1)C1CC
COc1ccc2c(c1)CCc1c(C(=O)N3CC4(C)CC3CC(C)(C)C4)noc1-2,ON=CCC=CCF,COc11cc[N-](c2c(c1(CC4(C)1cC)CC)C)4C)C4)nc[nH]1-2
CC(=O)OC1C=C(c2ccccc2F)c21cc(Cl)ccc12N=C1S,NC1CC(=C)OC=C1,cC)=O)OC1C1C(3c2F(c21c1c(Cl)ccc2N=CS(
CCCC[P+](CCCC)(CCCC)Cc1ccc(NC(=O)C(CC(C)C)N=C(NC2CCCCC2)NC2CCCCC2)cc1,OC(=O)c1c[nH]cn1,CCCC[P+](CCCC)-(CCCC)Ccc1CC(C)C)N=C)2CCCCCC2)NC2CCCCCc-
Oc1ccc2[nH]c3c(ncc4[nH]c5ccccc5c43)c2c1,CC1=CC(=O)NOC1,5#Cl4b7[C-]Oc1c)[nH][n+][N+]Cc23[nH]32[N+][SH]c(b97[Si]B
O=C(O)C1(COc2ccc(-c3ccc(-c4nc(C(F)(F)F)c[nH]4)cn3)cn2)CCCC1,O=CCc1ncon1,O=C(O)C11(COc3ccc(c3ccc(-(c4nc#C-(F)(F)F[IH]B[As]pCCC31=
CC(C)(C)C(CO)NC(=O)c1nn(-c2c[n+]([O-])ccn2)c2c1CC1CC21,NN=C1COC(=O)N1,CC(C((C)C(CO)NC=O)c1nn-c2c[n+]([O-])cn2)cc2C2C1CC2[PH]1
Cc1ccc(C(=O)Nc2ccc(C(=O)Nc3cccnc3)cc2)cc1,O=Cc1ccoc1,Cc1c(1ccn(C(=O)Nc22c#(=O)Nc33ccnc)3)cc)cc
CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccc(C)cc2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,FCC1CC2CC2C1,CCN10CCC((Nc2ccc3#(c2)C=(=Cc2ccc(C)cc2)c1cc24cccc)N)CC1
O=C(CN(Cc1ccc([N+](=O)[O-])cc1)C(=O)NS(=O)(=O)c1ccccc1)NO,C=CC1=CCC(=O)N1,O)((=C(CN(1[N+]P1[IH]5Cl=O)[O-])sc1)C((O))c1cccc1)NO
Oc1cc(Cl)ccc1Oc1ccccc1CNCCc1ccccc1,CC1NC1C#N,Oc1ccCl)ccc12c1c1#cncccCnCCcn11ccp[N-]n[SH]6[PH][C-]0[As][As]
O=C(Nc1ccc(F)cc1F)N1CCCN(CCOc2ccccc2)CC1,CC(O)C(=C)CC#C,O=(C(2cc(2FCCCN2ccccc2)CC1
CC(=O)Nc1nc2ccc(-c3sc(C)nc3C)cn2n1,CC(C)=CC=NO,CC(=O)Nc1n1c22c[SH]SOc-n3s3cn(Cnc3C)cn0b47[P+][Si]2nn1
O=C(CS(=O)(=O)Cc1ccccc1)N1CCc2ccccc21,CNCC(=O)CF,O=C[S+]CS((=O=()6[P+]poc1c1cccc1[n+][N-][C-][N-][N-]5[As][As])[P+]ccc31
O=C(O)CCCCc1nc2[nH]cnc2c2nc(-c3ccc(-c4ccccc4)cc3)nn12,CC1OC1CC=NN,O=C))=O(CICCCc1nc21[nH]c-S01Br[S+][n+]NClc3ccc(=O)63o8[N-]S-c4cc(nn112-
N#CC(=Cc1ccccc1)C(=O)OCC(=O)N1CCCC1,FC(F)(F)CCC=C,N#CC#(=Cc1c[SH]ccc)22C)=)OCCoNF[C-][S+](C1
O=S(=O)(c1cccc2ncccc12)N1CCCCcC1CCN1CCN(c2cccc3sccc23)CC1,NCCC1OCCO1,O=S)==O)(1cccc2ncccc12(N11cCCCcC1CCN1CCN)2ccccc2s34ccc234)2C1#
C[S+]([O-])c1ccc(-c2nc(-c3ccc4cc(Br)ccc4c3)c(-c3ccncc3)[nH]2)cc1,CN1CCC(=C)CC1,C[S+]([O-]nc(=-3ccc4c4c(Br)ccc4nc33(-c3cnccn3)[nH]p[PH]OS[P+]
Cc1c(-c2ccccc2)c(P(=O)(N2CCOCC2)N2CCOCC2)c2ccccn12,NC(=N)C1NCC1F,Cc1c)-c2ccccc)=O)2)c(P(=O)((N2CCOCC)N2C2COCp0b1[SH]s1[Se]18P
CN1CC2(CCN(CC(O)C3COc4ccccc4O3)CC2)OC1=O,FC1C2CCC1(F)C2,CN4C1C34CC[SH]P34S=#[Se]N)#CC(O(COc4cncccc4O3)CC2)OC=O
COc1ccc2oc(Nc3cccc(Br)c3)nc2c1,CCC(CC)C=C,COF1[n+]22[As]FIc1ccc2cc(3c33ccc(2)nc2cn4
COc1ccc(CN2C(=O)NC(=O)C(=Cc3ccoc3)C2=O)cc1,FCC=C(F)CC#C,CO12ccc(cnn3C=O)NC(=c3)C2=O)cc21
COc1ccc(OC)c(NC(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)c1,OC1CC(=C)C2CC12,=#COc1n55I[N+]1ccOC)c(NC(=O)c2ccc)NC))=O((3Cc4ccccc4C3)cc2)c
CC1(C)CC=C(c2c(C(=O)N3CCN(S(C)(=O)=O)CC3)cnc3ccc(F)cc23)CC1,CC1C(NC1=O)C#C,CC11(C1(CC==C(C22c(C(=O)N32CCN(S)C)(=O))=O)CC32)n3ccc(F)c(c23)CC#
CC(C)CNC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C.OC1CC(F)(C1)C=O,OC1CC(F)(C1)C=O,CC(C)CNC(=O)CC(O)C(CC(C)C)NC(=O)C(C1c[nH]C=P[C-][C-]c[IH][IH]93Br#0[SH]Br([PH]Is[N+]Os)=O)C(C(C(=OC1C(O)CC1(F)C=O#
Cc1ccc(-n2c(C)nc3c(cnn3-c3ccc(C)c(C)c3)c2=O)cc1C,C1OCC12CON=C2,-Cc11ccc(-=n22cC)nc3c3-(cnn-c33ccc(C)c()c3[C-]#O)cc1C
CCN1C(=O)C2C(c3ccc(C)cc3)N3C(=O)N(c4cccc(C)c4)C(=O)C3(Cc3ccccc3)C2C1=O,CCC1CC1CC,CCN1C(=[N-]6P3[Se]c[N-]7[IH]O)C2C(3ccc(C(cc3)N3C((-=O)N(c44ccccc(C)c4)C7=O)C3(Cc3ccccc3)7=O-
Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,C1COC=NOCO1,Nc11cc)[IH][n+]PS4[SH])[nH]([P+]-c(1)-c(=O)2c[nH]c3n3cccc3(=)2c[nH]c3n3c3ccc(cc(Cl)cn(C)2
CCOC(=O)c1cn(Cc2ccc(Cl)cc2Cl)c2cc(C)nn2c1=O,CC(CF)CCC#C,CCO[SH]C(=O)c1-p[nH][n+]Cc2cc3Cl(ccCl)c2cc(C)nn2c22=O
COc1ccc(Cn2cnc3c2CC(C(=O)O)N(C(=O)CC2CCCCC2)C3)cc1C,FCC(=O)C(=C)C=O,COc3[Se]3[N-][PH]P769nc3c22Csc2C
N#Cc1cnc2c(sc3ccccc32)c1Nc1cccc(Br)c1,CCOC(N)=CC=O,N#Cc4c2c222c2(nc3c3cccc4(c1N1c1cccc(Br(c
Cc1cc2c(cc1-c1cccc(-c3ccc(C(=O)O)cc3)n1)C(C)(C)CCC2(C)C,NCC=NNCC=C,Cccc2c(cc11-1cccc)cccc(C(=O)c)cc)n1)C(C((C)CCC1(C)C#-
COc1ccccc1NC(=O)c1nnn(CC(=O)Nc2ccccc2)c1N,O=C1CC(CC#N)C1,3Oc1ccccc1NC)=-Oc1nnn(CC)C[SH]11p1[PH][N-]3Bcc32)1N-
Cc1nc(N)nc(-c2cccnc2Nc2ccc(F)c(F)c2)n1,Nn1nnoc1=N,Cc1c(n)nS-(--c2cc(cnc2Nc[N+]FF[n+]P[As]5P[Si][SH]#6o2B)n1
Cc1ccnc(N2CCC(C(=O)NNC(=O)c3ccncc3)CC2)n1.CC(=C)c1cnco1,CC(=C)c1cnco1,1=C(Cn1ccc(Cl)ncN1CCC(C(=O)NN(=c)c22ccnc1)cC1)c1cn(C)co1
Oc1nc(N2CCOCC2)nc(NC2CCCNC2)c1-c1nc2cc(Br)ccc2s1,FCc1ccncn1,#1nc(N2CCOCC2=-(nc-(NC2CCCNC2)c1-cn[O-]N34cc)Br)ccc432c1-
O=C1c2c(ccc(O)c2O)CN1N=Cc1cccc(O)c1O,O=CC1(CCC1)C#N,11c2[C-][S+]7Oc)O(c(O(cccc1ccp[As]897o897=5
COc1ccc(-n2nc(C(=O)NCC(=O)N3CCC(C)CC3)c3ccccc3c2=O)c(OC)c1,OC1CCC(F)CC1,CO01cc(-n2n2c(C(=O()33CC(=O)N2CC(C)CC1)c3cccoc3c#O)c(OCc1
O=C(CCCCCCC(S)=NO)Nc1ccccc1,C=C(C#N)C1CCN1,#O=c(CCC4CPCC((S)=56NObNIc1256ccccc221
COC(=O)C(NC(C)=O)(Nc1ccc(Br)cn1)C(F)(F)F.CNC(=O)ONC=N,CNC(=O)ONC=N,CNC(ONC=N1=O#C)=O)((OC)C(NC(C)=o)(1c(Br)cn1)C(F)#(F)F(
CCc1ccc(NC(=O)CSC2=C(C#N)C(c3ccc4c(c3)OCO4)CC(=O)N2)cc1.N=C(NOC=O)C#N,N=C(NOC=O)C#N,1c1cc(NC(=O(CSC2=C(C#N)C(c2ccc4c(c)OCO4(CC(9N#C24Br=C(=N)NOC=O)N2cc1
Nc1nc(NCCCN2CCOCC2)nc(Nc2ccccc2)c1[N+](=O)[O-],O=CNOCOC=O,()Nc12)nc(NCCCN[As]CCOCC2)ncc(Ncccc2)nc2[N+]=O)[O-]#
CCc1cc(F)c(C(=O)N2CCC(c3ccc(C#N)cc3)CC2)cc1-c1n[nH]c(CCOC)n1,CCc1nnoc1F,CCc1cc(F)c()[S+][n+][n+][n+]s=[nH]Ic2c(C#N(cc)Cc2)c1-c1n[nH]c)CCOC)n1=
COc1ccc(Cl)cc1Nc1nc2c(s1)CCCc1nc(NC(=O)C3CC3)sc1-2,NCCOC=CC=C,1ccc)Cl)cc1Nc1ncc213c333(c1)CCCc1nc(NC(=O)C3C3C3)cc1-
CCCC(Cc1c[nH]c2ccccc12)(NC(=O)OCc1cc2ccccc2o1)C(=O)NC(C)c1ccccc1,OC1C=NOC1CF,=CCCC(Cc1c[nH]c22ccccc12)(NC(===O)oCc1cc2cccc[P+]sn1)C(=O)NC[N-])c)c12ccccc1
N=C(COc1cccc(C(F)(F)F)c1)NNC(=O)c1cccnc1Oc1ccccc1,COC(=C)C=NN=C,N=C(COc1cccc)c((F(((F)F)c1=O)c11c11ccnncnC1ccccc1
COc1ccc(C2CC(c3ccccc3)=NN2)cc1.COCC1OC1C=O,COCC1OC1C=O,CO(((#COCC1OC1C=O)cn1c1cc(c2CC(c33cccc3)=NN2)csBr[O-]p-0c#1
CCCn1cnc2c(NCc3ccc(C(F)(F)F)cc3)nc(NC(CC)CO)nc21,CC=CC1CC1O,CCCn12cnc2c2(32cc(C(F)(F)#F)cc32)nc(NC([Si]66CC(CO)nc212=
COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O,CC12CNC1CCN2,COC12=C21(OC)C(=O)C(CC=C(C)CCCn=C(c)CCC=C(C)CCC=C(C)CCC=C(C(CCC=C(112(CCC=0C)C(CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C21=O
O=S(=O)(Nc1ncccc1F)c1cc(F)c(Oc2ccc(Cl)cc2-c2cccc3nccn23)cc1F,CC(CO)=CCC#C,O=S(=O))(Nc1ncccc1F)c1n(C(cF)nc(Oc2ccc#)Cl)Br[O-]F=2-O[n+]7[P+][N-][N+]cn23)c1F
COc1ccc(C(=O)c2oc3ccccc3c2NC(=O)c2ccc(F)cc2)cc1,NN=CC#CCO,6=CO21c1ccC=(4O)c2oc3c3cccc3c2NC)=O(c2ccc(Fcc2cc
c1ccc(-c2cc(-c3ccccc3)n3c2CCC3)cc1,CC12CC1CCN2,#1c1cc-c2cc-c3ccccc3)2c2CC332)cPBrc[Si]
COC1CN(C(=O)c2ccc3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)C1,CC(C)C1CC(N)C1,CO[N-]c[PH]=[IH]b3O[O-]P4C1C1N(C(=O)cc2cc3c3((c2)C(O))c(F)(cc21
COC(=O)c1cccc(Oc2ncnc(O)c2-c2cccc(OC)c2)c1,NN=c1[nH]cnn1N,COC(=S723[C-]434SbO)c1cc3(Oc2n)cnc(n)c2-c2cccc)O)C(c2)c43
CCOc1ccccc1N=C1SCCCN1C,CCNCC(C)CO,==CCOc2c2ccnccCl12N=C1SCCCN1c
CC(C)(N)CC1CCC(c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)CC1,CC1C2C=CCCN12,Cc(C)(N(CC11CC15(C(c23ccc(N5C2Oc4ncncc-(N)c4C3=O(cc32(CC1-
Cc1cc2nc3c(cn2n1)CN(C1CCC(c2cc(F)ccc2F)C(N)C1)C3,N=C1NCC2CC1O2,Cc1ccnc3c3-)cn1n1(CN(C1CCC(c23cc(F)cc3([Si]F(C(N(C1)C#
CC(C)(C)C(NC(=O)C(CC1CCCC1)CN(O)C=O)C(=O)c1cc(F)c(F)cc1N1CCC(O)CC1,C1ON=C2CC=CC12,CC)C)(C)O0no1(10sICl=0CC(NC((=O(C(CC111CCCC1[PH]CN(O)C=O)C(=O)c1cc(F)c(F)cc1N1CCC(O)CC11(
Cc1ccc(C(=C2C3C=CC2C2C(=O)NC(=O)C32)c2ccc(C)cc2)cc1,C#CC1=CCNC1,C1ccc(C(=C2C33343C==CCC3C(=O)NC1=OC42)c2ccc(C)cc2)cc1
CCCN(C(=O)Cc1c(C(=O)O)[nH]c2ccc(Cl)cc12)c1ccc(OCC)cc1,CC1(CN)CCO1,CCCN(C(=O)Cc1c(C(=O)O)cc22cc(Cl333-S[N+]N[S+][IH]c8[nH][S+][IH]69P[Si]c(OCC(cc3
Cn1cc(-c2ccc(S(=O)(=O)C3CC(C(=O)NC4(C#N)CC4)N(C(=O)C4(c5ncc(C(F)(F)F)cc5F)CC4)C3)c(Cl)c2)cn1,ON1CC(=O)CC1=O,Cn121cc(-cn12ccc(S)=O)(=O)C4CC-(C(=O)NC4(C#N))CC4)N(C(=O)=C4c45c(=N(cc(C(F)(F)F)cc5F)CC)[N+]C3)c(Cl)c2)cn12
CC(=O)N1CCC(Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,NC=CC(NO)=NO,CC(=O)N22CCC(Nc2nc(Nc3cncc(561CN(C)CC654co3)c3scn()C(C)C)cn2)C1
Cc1cc(CN2CCC(Nc3nc(N)n4nc(-c5ccco5)nc4n3)CC2)no1,CN1CCNC(=O)N1,CcC(Nc3ncN)n4ns((122)12
O=C(O)C(CC(=O)C1(S)CCNCC1)Cc1cc[n+](Br)cc1,NCC(=C)C(=C)CF,O=C((O)C(C#C(1=O2C21(S(CCNCC1)Cc1c[n+])Br)c18[N-]46[P+]4#c
O=C(O)C1CC2CC(Cc3nn[nH]n3)CCC2CN1,CC12NC1CCC2=C,O=C(()O(C12CO[IH]#78[N-]Cc3n3n[nH]nc3)CCCCN21
Cc1cc(C)nc(NC(=S)N2CCN(c3cc(Br)cc(C(F)(F)F)c3)CC2)c1,CC(=C)C=CCCF,Cc11cn(C)(C)nnc(NC3=S)N22C2CN(3c(Br)cc(C(F)(F[N-]))c3[C-]CC)1
COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,CC12CC1C=NO2,=COC1C(O)CC(=O)OC(C)CC=CC=CC)OC2CcC(N(C)C)C(CO2)C)C)CC(CC=O)C1OC1OC(C(C(OC2C1C(C)(O)C)O))C(C)O)C(N(C)C)c6=
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NS(=O)(=O)CC(=O)N3CCC(O)CC3)no2)cc1C#N,C=CC(=C)COC=O,Cc(C)Oc1c4cc(2nc(-c3cccc45c3CCC(51N3(O)[C-](=O)CC(=O)N3CCC(O)CC3)nn2)ccn1C#N
O=c1cc(N2CCCCC2)oc2c(-c3ncc(-c4ccncc4)s3)cccc12,CN(C)CC(C)=CF,O=c(12cc)5o24nC05[SH]Ncc27-[Se]7n3Br28[SH]Clc(-3ncnc(-c4ccncc5)s3(cccc212
O=C(O)c1ccc(-n2nc(Oc3c(Cl)cccc3Cl)c3c(F)cccc32)cc1,CNN=C(NO)NO,O=C)c1ccc(#)c1cC[S+](FScc(2n2nc()cc1
CNC(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O,CCNCC#N,CNC==O)NC(Cc1ccc(Cl)cc1)C((=O)c(=O)C(Cc1ccccc1)C(=O)Nc(CCCN=C((N)N(C=O)NC(3cc[nH]c2c2cccc12)C(n)=O
COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4cc(C)c(C)cc43)nc12,ON=CC1NC1C=C,Coc1cccc2c(cccc32)88[S+]s23-FC6[PH]#C(ncc(-n32c[Si]N(nc5cc(C)c([nH])cc4232)nc1
CN(c1cccc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1)S(C)(=O)=O,C=C1NC(=N)ON=C1,CN=(cccc(NS(=Occ([N+]=O)[O-])c21)SC)(=O)=O
O=C(O)Cn1nnc(-c2cn(CCCc3cc(Br)c(Br)c(Br)c3)nn2)n1,FCC1CCC(F)=C1,#O=C(9[As][IH][IH]0[IH][nH]-(I10o(nc(-cc2n-(CCCcc(Br)c#(Br)c(Br)c3)nn)n11
CCOC(=O)N1c2ccc(C(F)(F)F)cc2N(C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2nnn(CC(=O)OC(C)(C)C)n2)CC1CC,CCN=C(C)NC,#CCOC(=O)N1c2ccc(C(F(F)=F)cc2N(C(2c((C)F((F)F)cc(C#((F)(F)F)c2)c2n2nnCC=O)OC(C)(C)C)n2)CCCC=
COc1cc(C=C2CCCN=C2c2cccnc2)cc(OC)c1OC,C=CC1=CNC(=O)C1,#COc2cc((2CCCN=Cc2c1nc2Oc
CC1CN(C(C)CO)C(=O)c2cc(NC(=O)Nc3cccc4ccccc34)ccc2OC1CN(C)S(=O)(=O)c1ccc(Cl)cc1,CC1(O)C(O)CC1F,CCCN(C(CCO)C)=O)c2cc(N3(=O)Nc3cccc4ccccc34)bcc2OC1CN(C)S)=O(((=O)cnncc(Cl)cc1
O=C(O)C1=C(C(=O)Nc2sccc2-c2nc(C3CC3)no2)CCC1,CC1OC=C(O1)C#C,O=C(O)C1=C1)C(=ONcn2ncnc2-c32nn2(CCC2
N=C(Nc1ccc2nc(NC3CCN(CCc4ccc(Br)cc4)CC3)sc2c1)c1cccs1,FC1C(F)C(F)C1F,N=C(Nc3c3cc2ncNCCCN(CCc44cccc((c1ccc01nS=1[PH]
N#CCC(=O)N1CCC2(CCC(Nc3nc(Nc4cnn(CCO)c4)ncc3Cl)CC2)CC1,CNC1(CC1C)C#C,N#CCC#(=ON1CCC2(C2CC3nc)Nc3cn5n(CCO)c4[SH])ncc3Cl)CC(CC1
CC1(C)C2CCC1(C)C(OC(=O)C=Cc1ccccc1)C2,CN(CC#N)C=N,CC1CC42CCC1(CCIBrc6(#)C2-
O=C(O)C(S)C(S)C(=O)O,OC1(CCOC1)C#C,O=CO([P+](((S)C)PSbClS)OO(
CCc1ccc(NC(=O)C2SC(Nc3ccccc3)=C(C(=O)NCCN3CCOCC3)C2=N)cc1,ON=C1N=CNC1=N,CCc2ccc(NC(=O(2SC(3ccccc3(=C(C(=O)NCCN3C3COCCC1=N)cc21
Cc1cccc(NNC(=O)C2CCC2)c1,FC1=CCNCC1=C,#Ccc1ccn(=O)c)NNC(=O(C2C22CC3)3
N#CC12CC3CC(C1)C(CC(=O)N1CC(O)C1)(c1ccc(F)cc1)C(C3)C2,COC=C(C)NC=N,N#cC13CC4C1C((C1)CCC(=O)N1[N+]CC)3)C1((c1cc(F)cc1(C(C)[O-]C2
CC(C)(Oc1ccc(Cl)cc1)C(=O)NC1C2CC3CC1CC(C(=O)NCc1ccncc1)(C3)C2,C=CC1C2OCOC12,CC)C)(Oc1ccc(Cl)cc1)C(=O)NC#1C2CC3C3C1CC(=)C([N-]O)NC#4C2CC3C3C1C1C(C(=O)NCcccncc((3)C2
